V1,V2,V3,class
85.0,670.0,0.597241,0
862.0,710.0,0.462056,0
245.0,86.0,0.546176,1
752.0,24.0,0.494209,1
182.0,37.0,0.47513,1
818.0,29.0,0.389962,1
956.0,26.0,0.355122,1
358.0,38.0,0.389436,1
398.0,43.0,0.354887,1
938.0,58.0,0.388159,1
836.0,61.0,0.362605,1
735.0,73.0,0.377228,1
802.0,95.0,0.450836,1
951.0,79.0,0.422121,1
830.0,81.0,0.384159,1
131.0,89.0,0.384797,1
171.0,94.0,0.431496,1
511.0,100.0,0.501261,1
128.0,104.0,0.4042,1
906.0,100.0,0.351349,1
350.0,117.0,0.469917,1
397.0,111.0,0.377415,1
980.0,134.0,0.565381,1
513.0,142.0,0.374119,1
522.0,136.0,0.368818,1
894.0,135.0,0.363331,1
716.0,147.0,0.434911,1
637.0,142.0,0.368778,1
402.0,142.0,0.351663,1
665.0,147.0,0.358845,1
893.0,156.0,0.432933,1
789.0,166.0,0.454515,1
750.0,164.0,0.389907,1
396.0,186.0,0.390978,1
532.0,193.0,0.577974,1
172.0,174.0,0.39433,1
888.0,177.0,0.406094,1
225.0,216.0,0.506526,1
948.0,180.0,0.363023,1
740.0,185.0,0.469299,1
284.0,196.0,0.402087,1
805.0,204.0,0.433021,1
173.0,210.0,0.402423,1
897.0,208.0,0.39882,1
950.0,220.0,0.424909,1
292.0,214.0,0.370274,1
663.0,214.0,0.359842,1
278.0,216.0,0.355045,1
736.0,232.0,0.507509,1
701.0,223.0,0.448977,1
751.0,322.0,0.520724,1
867.0,244.0,0.468041,1
175.0,241.0,0.45284,1
524.0,238.0,0.39622,1
440.0,243.0,0.435973,1
700.0,241.0,0.362975,1
398.0,251.0,0.411814,1
323.0,248.0,0.438187,1
892.0,254.0,0.384228,1
941.0,265.0,0.470925,1
556.0,264.0,0.365299,1
242.0,284.0,0.482052,1
658.0,279.0,0.460764,1
425.0,286.0,0.396742,1
122.0,288.0,0.420255,1
325.0,293.0,0.427393,1
882.0,284.0,0.47235,1
213.0,321.0,0.547802,1
163.0,297.0,0.422359,1
613.0,297.0,0.367841,1
983.0,297.0,0.39234,1
495.0,298.0,0.374115,1
704.0,303.0,0.38258,1
563.0,308.0,0.461712,1
673.0,375.0,0.588631,1
411.0,313.0,0.409732,1
115.0,312.0,0.364401,1
604.0,321.0,0.360095,1
436.0,324.0,0.358418,1
158.0,334.0,0.377017,1
417.0,332.0,0.355461,1
380.0,332.0,0.352955,1
318.0,337.0,0.403125,1
848.0,353.0,0.388669,1
604.0,338.0,0.352381,1
940.0,397.0,0.584829,1
593.0,372.0,0.485265,1
236.0,354.0,0.352864,1
559.0,358.0,0.362982,1
187.0,464.0,0.593108,1
158.0,419.0,0.513453,1
241.0,370.0,0.380445,1
983.0,376.0,0.37093,1
375.0,398.0,0.49401,1
454.0,385.0,0.434652,1
309.0,387.0,0.402007,1
94.0,386.0,0.385704,1
122.0,387.0,0.382026,1
513.0,397.0,0.409066,1
502.0,423.0,0.45817,1
90.0,433.0,0.510419,1
809.0,493.0,0.537652,1
577.0,430.0,0.36944,1
885.0,438.0,0.527169,1
780.0,442.0,0.413802,1
573.0,449.0,0.386598,1
113.0,453.0,0.398933,1
543.0,456.0,0.410766,1
590.0,454.0,0.367515,1
712.0,471.0,0.46409,1
429.0,456.0,0.355045,1
656.0,463.0,0.357696,1
366.0,472.0,0.413353,1
651.0,479.0,0.35831,1
490.0,481.0,0.358486,1
678.0,482.0,0.371031,1
440.0,491.0,0.406498,1
644.0,510.0,0.518075,1
136.0,550.0,0.580173,1
775.0,510.0,0.462103,1
884.0,534.0,0.456362,1
854.0,516.0,0.498053,1
293.0,519.0,0.38285,1
611.0,516.0,0.370503,1
68.0,533.0,0.406434,1
688.0,533.0,0.392191,1
970.0,530.0,0.354652,1
537.0,536.0,0.392683,1
626.0,552.0,0.42201,1
544.0,550.0,0.355302,1
169.0,557.0,0.40446,1
678.0,579.0,0.637516,1
74.0,577.0,0.417663,1
762.0,572.0,0.389168,1
528.0,583.0,0.498308,1
876.0,574.0,0.418074,1
786.0,583.0,0.438665,1
166.0,574.0,0.359212,1
558.0,607.0,0.486907,1
162.0,607.0,0.466069,1
282.0,594.0,0.356724,1
764.0,634.0,0.505453,1
838.0,612.0,0.464954,1
73.0,624.0,0.505802,1
500.0,610.0,0.388089,1
282.0,611.0,0.368378,1
130.0,633.0,0.48639,1
711.0,625.0,0.57985,1
284.0,620.0,0.352588,1
534.0,662.0,0.578779,1
825.0,641.0,0.373833,1
