V1,V2,V3,class
291.0,802.0,0.532117,0
234.0,657.0,0.622671,0
332.0,697.0,0.445459,0
352.0,772.0,0.524428,0
41.0,808.0,0.750236,0
372.0,891.0,0.510669,0
447.0,951.0,0.70501,0
364.0,974.0,0.690813,0
359.0,957.0,0.446559,0
369.0,915.0,0.542358,0
230.0,812.0,0.605478,0
82.0,622.0,0.661527,0
118.0,654.0,0.608957,0
166.0,617.0,0.535437,0
350.0,726.0,0.690291,0
128.0,814.0,0.7106,0
464.0,795.0,0.657085,0
484.0,710.0,0.615204,0
547.0,974.0,0.697806,0
535.0,812.0,0.507639,0
945.0,841.0,0.647829,0
968.0,857.0,0.692915,0
805.0,574.0,0.716553,0
679.0,631.0,0.38592,0
978.0,132.0,0.682444,0
399.0,800.0,0.526573,0
423.0,801.0,0.565384,0
358.0,679.0,0.558062,0
255.0,721.0,0.458401,0
479.0,873.0,0.547562,0
278.0,16.0,0.384472,1
386.0,17.0,0.387792,1
411.0,19.0,0.436546,1
517.0,17.0,0.361634,1
491.0,35.0,0.473706,1
571.0,21.0,0.44284,1
600.0,19.0,0.390131,1
150.0,20.0,0.364166,1
235.0,23.0,0.38651,1
678.0,24.0,0.361322,1
828.0,22.0,0.35295,1
978.0,24.0,0.381981,1
28.0,28.0,0.379467,1
910.0,24.0,0.370734,1
64.0,28.0,0.396097,1
851.0,29.0,0.439626,1
921.0,30.0,0.402946,1
456.0,34.0,0.36476,1
76.0,37.0,0.380603,1
421.0,45.0,0.393083,1
321.0,47.0,0.417686,1
51.0,48.0,0.490269,1
180.0,45.0,0.377272,1
622.0,46.0,0.35951,1
904.0,48.0,0.356699,1
279.0,52.0,0.374569,1
599.0,56.0,0.434804,1
957.0,53.0,0.393089,1
371.0,55.0,0.404636,1
860.0,55.0,0.359316,1
386.0,58.0,0.406303,1
973.0,59.0,0.384712,1
991.0,62.0,0.404488,1
348.0,65.0,0.403831,1
222.0,69.0,0.396435,1
436.0,66.0,0.361307,1
529.0,69.0,0.427704,1
275.0,78.0,0.447412,1
443.0,77.0,0.376147,1
714.0,80.0,0.390144,1
868.0,80.0,0.453973,1
93.0,85.0,0.448192,1
