V1,V2,V3,class
291.0,802.0,0.575356,0
234.0,656.0,0.588769,0
332.0,698.0,0.451603,0
352.0,772.0,0.567596,0
41.0,809.0,0.754151,0
373.0,892.0,0.532364,0
447.0,950.0,0.728869,0
364.0,974.0,0.709051,0
360.0,955.0,0.488839,0
369.0,915.0,0.564451,0
230.0,811.0,0.610693,0
83.0,623.0,0.649713,0
118.0,654.0,0.603097,0
167.0,617.0,0.548863,0
350.0,725.0,0.708345,0
128.0,814.0,0.703275,0
465.0,795.0,0.659438,0
310.0,918.0,0.358435,0
483.0,710.0,0.582167,0
546.0,974.0,0.698287,0
536.0,813.0,0.553168,0
945.0,842.0,0.670926,0
969.0,857.0,0.691358,0
805.0,574.0,0.68932,0
679.0,630.0,0.438211,0
399.0,799.0,0.552132,0
424.0,800.0,0.557236,0
359.0,679.0,0.55508,0
255.0,721.0,0.494065,0
480.0,872.0,0.543987,0
278.0,16.0,0.364165,1
386.0,16.0,0.354607,1
411.0,20.0,0.421645,1
490.0,34.0,0.46413,1
518.0,18.0,0.350272,1
571.0,21.0,0.434078,1
600.0,19.0,0.392891,1
236.0,24.0,0.353788,1
679.0,25.0,0.366338,1
28.0,28.0,0.367555,1
65.0,29.0,0.373544,1
850.0,29.0,0.400424,1
922.0,31.0,0.377356,1
76.0,38.0,0.355741,1
321.0,46.0,0.414738,1
51.0,48.0,0.481029,1
422.0,46.0,0.391391,1
181.0,46.0,0.351995,1
280.0,54.0,0.396019,1
598.0,55.0,0.454381,1
956.0,53.0,0.359401,1
371.0,56.0,0.392774,1
385.0,59.0,0.444237,1
970.0,58.0,0.360596,1
656.0,62.0,0.351802,1
991.0,63.0,0.37766,1
349.0,66.0,0.381626,1
222.0,68.0,0.410593,1
436.0,66.0,0.354035,1
529.0,69.0,0.411394,1
442.0,76.0,0.401082,1
275.0,78.0,0.419826,1
868.0,80.0,0.417142,1
714.0,79.0,0.359181,1
401.0,91.0,0.476023,1
545.0,89.0,0.481404,1
94.0,86.0,0.442358,1
368.0,88.0,0.453674,1
672.0,86.0,0.374963,1
459.0,90.0,0.381103,1
825.0,88.0,0.372037,1
429.0,97.0,0.478076,1
729.0,95.0,0.377494,1
769.0,97.0,0.384945,1
698.0,129.0,0.489194,1
740.0,109.0,0.398342,1
20.0,112.0,0.42063,1
163.0,112.0,0.367751,1
618.0,110.0,0.357261,1
432.0,128.0,0.545914,1
531.0,112.0,0.377387,1
760.0,119.0,0.355253,1
641.0,122.0,0.413516,1
213.0,128.0,0.408003,1
476.0,122.0,0.360569,1
84.0,130.0,0.417641,1
179.0,128.0,0.38408,1
979.0,132.0,0.683198,1
762.0,131.0,0.377932,1
851.0,130.0,0.40856,1
634.0,131.0,0.358265,1
302.0,138.0,0.364846,1
521.0,146.0,0.493271,1
407.0,147.0,0.418145,1
828.0,150.0,0.370332,1
169.0,158.0,0.438179,1
203.0,161.0,0.510163,1
453.0,159.0,0.471501,1
45.0,164.0,0.467657,1
109.0,165.0,0.460258,1
414.0,160.0,0.401825,1
795.0,163.0,0.437143,1
673.0,164.0,0.393024,1
734.0,171.0,0.432139,1
864.0,166.0,0.355407,1
422.0,179.0,0.490548,1
307.0,175.0,0.377531,1
504.0,175.0,0.3672,1
488.0,202.0,0.431069,1
223.0,186.0,0.542412,1
259.0,182.0,0.373892,1
606.0,187.0,0.418323,1
820.0,182.0,0.362974,1
551.0,188.0,0.432223,1
515.0,191.0,0.386841,1
30.0,192.0,0.352198,1
273.0,195.0,0.404871,1
814.0,205.0,0.457791,1
907.0,194.0,0.385086,1
308.0,197.0,0.361934,1
67.0,204.0,0.427795,1
552.0,202.0,0.363477,1
888.0,209.0,0.419384,1
636.0,241.0,0.436497,1
256.0,218.0,0.48052,1
931.0,210.0,0.395803,1
192.0,210.0,0.355819,1
328.0,217.0,0.464293,1
766.0,213.0,0.357427,1
414.0,230.0,0.554505,1
366.0,237.0,0.458909,1
665.0,228.0,0.431263,1
970.0,237.0,0.457317,1
298.0,229.0,0.420516,1
206.0,232.0,0.424402,1
838.0,233.0,0.353884,1
739.0,234.0,0.368579,1
62.0,237.0,0.355522,1
242.0,239.0,0.387506,1
162.0,241.0,0.363686,1
887.0,247.0,0.376025,1
491.0,250.0,0.389414,1
176.0,259.0,0.437973,1
926.0,255.0,0.387451,1
421.0,257.0,0.385881,1
60.0,258.0,0.358385,1
277.0,261.0,0.363968,1
336.0,263.0,0.435046,1
868.0,261.0,0.361039,1
131.0,263.0,0.370122,1
440.0,273.0,0.466384,1
602.0,263.0,0.361625,1
509.0,282.0,0.451153,1
956.0,289.0,0.447652,1
243.0,272.0,0.414124,1
399.0,279.0,0.470472,1
908.0,274.0,0.387566,1
283.0,272.0,0.362763,1
55.0,281.0,0.400383,1
299.0,287.0,0.400128,1
864.0,286.0,0.358746,1
37.0,292.0,0.411929,1
140.0,295.0,0.422148,1
564.0,302.0,0.424021,1
364.0,298.0,0.394671,1
75.0,297.0,0.384893,1
885.0,308.0,0.423256,1
320.0,314.0,0.454578,1
464.0,318.0,0.472402,1
142.0,311.0,0.367918,1
690.0,310.0,0.36272,1
766.0,314.0,0.407104,1
392.0,327.0,0.468601,1
85.0,325.0,0.399733,1
578.0,324.0,0.354468,1
428.0,331.0,0.385815,1
998.0,335.0,0.39762,1
116.0,333.0,0.414235,1
710.0,339.0,0.412532,1
588.0,341.0,0.414797,1
774.0,330.0,0.351563,1
280.0,343.0,0.450061,1
404.0,350.0,0.484282,1
748.0,340.0,0.353081,1
354.0,346.0,0.365096,1
318.0,354.0,0.395033,1
530.0,353.0,0.389825,1
791.0,352.0,0.385388,1
196.0,356.0,0.372349,1
904.0,361.0,0.415372,1
215.0,372.0,0.412585,1
603.0,369.0,0.406113,1
177.0,369.0,0.381732,1
360.0,372.0,0.401085,1
30.0,373.0,0.364586,1
338.0,375.0,0.374722,1
397.0,398.0,0.608319,1
817.0,382.0,0.37288,1
921.0,387.0,0.415158,1
615.0,389.0,0.414386,1
864.0,388.0,0.355104,1
742.0,390.0,0.356025,1
76.0,392.0,0.353456,1
550.0,397.0,0.405201,1
872.0,409.0,0.381515,1
456.0,415.0,0.42882,1
276.0,413.0,0.424534,1
41.0,430.0,0.480091,1
204.0,418.0,0.476518,1
557.0,417.0,0.424962,1
648.0,435.0,0.465499,1
765.0,424.0,0.446679,1
392.0,420.0,0.352079,1
612.0,422.0,0.353297,1
292.0,424.0,0.364403,1
858.0,438.0,0.388594,1
885.0,433.0,0.376115,1
236.0,435.0,0.37273,1
488.0,439.0,0.376514,1
251.0,448.0,0.425794,1
364.0,442.0,0.350794,1
597.0,456.0,0.452686,1
341.0,449.0,0.400999,1
426.0,456.0,0.375907,1
718.0,453.0,0.361758,1
79.0,462.0,0.537306,1
633.0,462.0,0.409815,1
712.0,458.0,0.358227,1
500.0,464.0,0.357809,1
441.0,466.0,0.376347,1
756.0,472.0,0.472666,1
716.0,469.0,0.41471,1
277.0,480.0,0.539647,1
409.0,483.0,0.574885,1
354.0,471.0,0.376792,1
326.0,492.0,0.501396,1
105.0,484.0,0.47706,1
515.0,493.0,0.583588,1
918.0,485.0,0.361884,1
679.0,490.0,0.469989,1
633.0,501.0,0.441256,1
246.0,491.0,0.380595,1
467.0,492.0,0.395957,1
847.0,496.0,0.360448,1
123.0,503.0,0.459973,1
210.0,504.0,0.425706,1
906.0,505.0,0.41678,1
596.0,504.0,0.355652,1
842.0,506.0,0.413387,1
18.0,518.0,0.68358,1
563.0,529.0,0.480648,1
453.0,541.0,0.455883,1
530.0,518.0,0.352833,1
199.0,524.0,0.467615,1
86.0,523.0,0.472824,1
621.0,544.0,0.446096,1
646.0,524.0,0.350099,1
256.0,539.0,0.578664,1
522.0,536.0,0.4243,1
761.0,537.0,0.391191,1
935.0,546.0,0.453596,1
210.0,539.0,0.41682,1
172.0,542.0,0.352713,1
329.0,550.0,0.426,1
728.0,548.0,0.424356,1
165.0,561.0,0.482218,1
508.0,572.0,0.51379,1
550.0,563.0,0.364956,1
586.0,565.0,0.446423,1
140.0,579.0,0.554163,1
686.0,576.0,0.401932,1
276.0,570.0,0.350761,1
991.0,577.0,0.353092,1
601.0,580.0,0.375916,1
375.0,583.0,0.356869,1
648.0,586.0,0.404622,1
763.0,582.0,0.376129,1
273.0,583.0,0.376912,1
710.0,583.0,0.359144,1
766.0,591.0,0.360968,1
612.0,592.0,0.355673,1
44.0,594.0,0.363226,1
99.0,594.0,0.38279,1
391.0,596.0,0.357051,1
337.0,605.0,0.363056,1
675.0,607.0,0.3961,1
411.0,612.0,0.437149,1
777.0,616.0,0.416136,1
992.0,610.0,0.361312,1
274.0,617.0,0.541906,1
632.0,615.0,0.410634,1
552.0,621.0,0.470749,1
726.0,626.0,0.396268,1
359.0,621.0,0.366283,1
429.0,626.0,0.491486,1
651.0,627.0,0.424361,1
131.0,634.0,0.394137,1
85.0,637.0,0.416044,1
452.0,639.0,0.403379,1
567.0,641.0,0.417831,1
284.0,645.0,0.370738,1
662.0,649.0,0.372811,1
860.0,646.0,0.357975,1
686.0,648.0,0.367819,1
928.0,679.0,0.493793,1
599.0,658.0,0.386207,1
684.0,654.0,0.355316,1
781.0,658.0,0.405857,1
445.0,659.0,0.446897,1
19.0,666.0,0.654498,1
703.0,704.0,0.516167,1
76.0,666.0,0.350494,1
712.0,682.0,0.40181,1
554.0,687.0,0.484419,1
99.0,691.0,0.494373,1
272.0,689.0,0.458944,1
487.0,690.0,0.366382,1
763.0,696.0,0.437118,1
28.0,691.0,0.367388,1
989.0,707.0,0.457566,1
628.0,700.0,0.399552,1
729.0,701.0,0.375357,1
840.0,702.0,0.355846,1
35.0,704.0,0.375852,1
183.0,711.0,0.552845,1
116.0,711.0,0.411225,1
638.0,717.0,0.435279,1
846.0,712.0,0.352935,1
814.0,715.0,0.362308,1
46.0,723.0,0.404515,1
429.0,727.0,0.448123,1
571.0,722.0,0.420327,1
119.0,727.0,0.478407,1
290.0,720.0,0.357894,1
20.0,722.0,0.35042,1
540.0,724.0,0.429563,1
941.0,725.0,0.379467,1
24.0,728.0,0.357209,1
825.0,732.0,0.44553,1
945.0,739.0,0.377652,1
972.0,749.0,0.417903,1
38.0,760.0,0.598911,1
282.0,749.0,0.384101,1
73.0,748.0,0.362531,1
790.0,764.0,0.428627,1
658.0,752.0,0.404787,1
136.0,764.0,0.415685,1
853.0,762.0,0.445959,1
576.0,761.0,0.414217,1
665.0,761.0,0.41066,1
708.0,770.0,0.363405,1
