V1,V2,V3,class
85.0,669.0,0.616643,0
862.0,710.0,0.466913,0
737.0,247.0,0.40037,0
247.0,72.0,0.541671,1
752.0,23.0,0.488238,1
182.0,35.0,0.473216,1
819.0,28.0,0.405212,1
956.0,26.0,0.353918,1
357.0,34.0,0.384411,1
398.0,45.0,0.366744,1
131.0,44.0,0.353327,1
358.0,48.0,0.351617,1
810.0,59.0,0.355256,1
938.0,58.0,0.371388,1
835.0,60.0,0.366835,1
802.0,93.0,0.457248,1
951.0,79.0,0.414367,1
732.0,79.0,0.357202,1
830.0,81.0,0.381934,1
170.0,94.0,0.448962,1
131.0,89.0,0.381007,1
908.0,89.0,0.352042,1
511.0,100.0,0.49304,1
720.0,98.0,0.352099,1
906.0,98.0,0.350199,1
128.0,104.0,0.398755,1
395.0,110.0,0.373674,1
350.0,117.0,0.468522,1
980.0,134.0,0.55448,1
234.0,147.0,0.460851,1
514.0,132.0,0.355737,1
895.0,135.0,0.358879,1
637.0,142.0,0.404241,1
402.0,142.0,0.354022,1
716.0,149.0,0.40586,1
664.0,148.0,0.366888,1
892.0,157.0,0.450818,1
789.0,167.0,0.465686,1
749.0,164.0,0.391415,1
395.0,187.0,0.386049,1
172.0,174.0,0.404241,1
888.0,177.0,0.425375,1
532.0,192.0,0.561086,1
949.0,180.0,0.378173,1
225.0,218.0,0.505551,1
740.0,185.0,0.471058,1
284.0,196.0,0.381083,1
663.0,200.0,0.357228,1
805.0,204.0,0.424369,1
173.0,209.0,0.425901,1
896.0,208.0,0.37514,1
950.0,221.0,0.437537,1
291.0,213.0,0.377069,1
662.0,214.0,0.353914,1
277.0,216.0,0.368104,1
525.0,218.0,0.369739,1
736.0,226.0,0.503022,1
702.0,223.0,0.456124,1
751.0,323.0,0.532957,1
867.0,244.0,0.473259,1
898.0,227.0,0.357104,1
175.0,242.0,0.475616,1
524.0,238.0,0.400628,1
440.0,243.0,0.434832,1
701.0,241.0,0.363206,1
323.0,248.0,0.440266,1
398.0,251.0,0.417192,1
891.0,253.0,0.389444,1
940.0,266.0,0.479669,1
556.0,264.0,0.379032,1
242.0,284.0,0.469605,1
658.0,279.0,0.462799,1
122.0,288.0,0.419455,1
882.0,284.0,0.514445,1
163.0,298.0,0.433596,1
213.0,321.0,0.545369,1
325.0,293.0,0.394209,1
424.0,287.0,0.386297,1
612.0,297.0,0.386813,1
983.0,298.0,0.392576,1
704.0,303.0,0.377459,1
563.0,308.0,0.493828,1
411.0,313.0,0.416127,1
672.0,375.0,0.591797,1
604.0,319.0,0.372775,1
158.0,337.0,0.388471,1
379.0,331.0,0.371464,1
848.0,352.0,0.392198,1
317.0,337.0,0.396242,1
939.0,398.0,0.559852,1
593.0,371.0,0.491766,1
559.0,358.0,0.370245,1
187.0,461.0,0.590082,1
158.0,421.0,0.52015,1
241.0,370.0,0.377469,1
983.0,375.0,0.385386,1
376.0,392.0,0.487774,1
454.0,384.0,0.41751,1
309.0,387.0,0.423718,1
93.0,386.0,0.397194,1
122.0,388.0,0.387295,1
833.0,393.0,0.369483,1
513.0,398.0,0.387473,1
370.0,420.0,0.411558,1
502.0,424.0,0.446765,1
576.0,428.0,0.369006,1
89.0,433.0,0.485224,1
820.0,462.0,0.468145,1
