V1,V2,V3,class
85.0,670.0,0.593028,0
862.0,710.0,0.448308,0
246.0,81.0,0.542172,1
752.0,23.0,0.486208,1
183.0,36.0,0.479569,1
819.0,30.0,0.392623,1
956.0,26.0,0.36543,1
358.0,38.0,0.398436,1
404.0,30.0,0.355458,1
134.0,45.0,0.352919,1
938.0,58.0,0.379547,1
835.0,61.0,0.375717,1
998.0,63.0,0.350374,1
735.0,73.0,0.374773,1
802.0,95.0,0.450348,1
951.0,80.0,0.418886,1
830.0,81.0,0.381493,1
131.0,89.0,0.388446,1
171.0,94.0,0.4319,1
908.0,89.0,0.352312,1
511.0,100.0,0.503582,1
906.0,99.0,0.354058,1
128.0,104.0,0.390722,1
396.0,111.0,0.384344,1
351.0,118.0,0.473087,1
980.0,134.0,0.563522,1
512.0,142.0,0.374497,1
522.0,135.0,0.379313,1
715.0,146.0,0.432514,1
637.0,142.0,0.377328,1
665.0,147.0,0.36741,1
232.0,161.0,0.413089,1
893.0,157.0,0.427301,1
790.0,167.0,0.452351,1
750.0,165.0,0.384499,1
396.0,186.0,0.401352,1
532.0,192.0,0.568868,1
172.0,174.0,0.396238,1
888.0,177.0,0.409047,1
226.0,216.0,0.510258,1
948.0,180.0,0.362302,1
740.0,185.0,0.462653,1
284.0,196.0,0.401355,1
804.0,204.0,0.435041,1
174.0,210.0,0.40142,1
897.0,208.0,0.393122,1
950.0,219.0,0.423102,1
291.0,214.0,0.377171,1
662.0,214.0,0.36294,1
278.0,216.0,0.365119,1
736.0,232.0,0.506351,1
702.0,223.0,0.45001,1
752.0,322.0,0.527058,1
867.0,244.0,0.466927,1
522.0,228.0,0.357102,1
176.0,241.0,0.462146,1
524.0,238.0,0.393186,1
441.0,244.0,0.436505,1
701.0,242.0,0.358026,1
398.0,251.0,0.411581,1
323.0,249.0,0.445251,1
891.0,254.0,0.386682,1
941.0,264.0,0.479314,1
556.0,264.0,0.3661,1
242.0,284.0,0.480902,1
658.0,279.0,0.45707,1
424.0,286.0,0.404061,1
122.0,288.0,0.418179,1
325.0,292.0,0.428323,1
882.0,284.0,0.484662,1
164.0,285.0,0.354981,1
213.0,321.0,0.543149,1
163.0,300.0,0.426345,1
613.0,297.0,0.372821,1
983.0,297.0,0.392026,1
495.0,297.0,0.372934,1
704.0,303.0,0.384771,1
563.0,308.0,0.469988,1
673.0,376.0,0.583527,1
411.0,313.0,0.408697,1
114.0,312.0,0.364844,1
604.0,320.0,0.36339,1
436.0,325.0,0.352554,1
159.0,333.0,0.371245,1
418.0,330.0,0.351827,1
318.0,338.0,0.409498,1
848.0,353.0,0.392316,1
604.0,338.0,0.352587,1
940.0,397.0,0.585469,1
593.0,372.0,0.48213,1
188.0,463.0,0.588601,1
558.0,358.0,0.36024,1
158.0,419.0,0.507309,1
241.0,370.0,0.375617,1
982.0,375.0,0.385682,1
375.0,398.0,0.499604,1
454.0,385.0,0.429522,1
310.0,387.0,0.405367,1
94.0,386.0,0.388954,1
122.0,387.0,0.39311,1
513.0,397.0,0.409244,1
502.0,423.0,0.464456,1
90.0,433.0,0.502683,1
577.0,430.0,0.371436,1
809.0,494.0,0.541527,1
886.0,438.0,0.518973,1
781.0,442.0,0.407952,1
573.0,449.0,0.393771,1
113.0,453.0,0.398641,1
543.0,456.0,0.406911,1
589.0,454.0,0.370472,1
712.0,471.0,0.466462,1
430.0,456.0,0.353738,1
366.0,473.0,0.418583,1
651.0,479.0,0.366656,1
490.0,481.0,0.362893,1
678.0,482.0,0.370623,1
440.0,490.0,0.407874,1
644.0,510.0,0.526078,1
136.0,550.0,0.578784,1
775.0,510.0,0.458548,1
883.0,535.0,0.460581,1
854.0,516.0,0.498707,1
293.0,518.0,0.388222,1
611.0,517.0,0.372653,1
69.0,533.0,0.400278,1
689.0,533.0,0.390314,1
970.0,530.0,0.352929,1
537.0,536.0,0.392182,1
626.0,551.0,0.41923,1
544.0,550.0,0.356753,1
972.0,550.0,0.351223,1
169.0,557.0,0.398507,1
678.0,579.0,0.62908,1
74.0,577.0,0.422851,1
527.0,583.0,0.506026,1
762.0,572.0,0.38137,1
875.0,574.0,0.430797,1
786.0,583.0,0.438402,1
163.0,607.0,0.464208,1
569.0,585.0,0.36829,1
765.0,632.0,0.511669,1
557.0,610.0,0.486267,1
282.0,595.0,0.355956,1
838.0,612.0,0.46139,1
73.0,625.0,0.517216,1
500.0,610.0,0.39104,1
283.0,612.0,0.371839,1
130.0,634.0,0.482214,1
711.0,625.0,0.576614,1
283.0,620.0,0.357376,1
534.0,663.0,0.586982,1
825.0,641.0,0.383865,1
149.0,683.0,0.48115,1
674.0,652.0,0.359029,1
814.0,665.0,0.459967,1
208.0,671.0,0.403624,1
271.0,673.0,0.376008,1
972.0,676.0,0.397218,1
655.0,676.0,0.377762,1
17.0,681.0,0.407629,1
231.0,684.0,0.38712,1
273.0,690.0,0.378089,1
636.0,704.0,0.51212,1
718.0,694.0,0.529977,1
484.0,703.0,0.493473,1
605.0,693.0,0.409006,1
750.0,694.0,0.406702,1
519.0,697.0,0.371455,1
68.0,699.0,0.369454,1
794.0,715.0,0.526669,1
216.0,708.0,0.370976,1
123.0,725.0,0.39823,1
745.0,720.0,0.479405,1
510.0,724.0,0.406968,1
967.0,723.0,0.422909,1
629.0,736.0,0.450558,1
68.0,763.0,0.543912,1
188.0,765.0,0.486239,1
504.0,744.0,0.43432,1
940.0,751.0,0.411394,1
987.0,746.0,0.391474,1
550.0,750.0,0.35373,1
500.0,768.0,0.552092,1
552.0,762.0,0.427839,1
142.0,809.0,0.526516,1
146.0,771.0,0.369843,1
861.0,778.0,0.430792,1
264.0,781.0,0.378701,1
583.0,781.0,0.380314,1
951.0,786.0,0.401173,1
579.0,798.0,0.376078,1
733.0,811.0,0.473533,1
880.0,792.0,0.361831,1
483.0,803.0,0.443303,1
863.0,811.0,0.551319,1
168.0,802.0,0.364245,1
69.0,811.0,0.393003,1
528.0,816.0,0.350198,1
575.0,817.0,0.358269,1
17.0,821.0,0.395865,1
69.0,824.0,0.381171,1
956.0,824.0,0.433186,1
200.0,826.0,0.417397,1
522.0,832.0,0.381921,1
104.0,830.0,0.35773,1
576.0,836.0,0.354256,1
196.0,852.0,0.360649,1
481.0,854.0,0.413,1
64.0,867.0,0.522349,1
627.0,861.0,0.499144,1
134.0,864.0,0.426335,1
266.0,861.0,0.381447,1
784.0,862.0,0.352141,1
322.0,865.0,0.368887,1
196.0,870.0,0.412432,1
375.0,872.0,0.44913,1
141.0,892.0,0.509675,1
545.0,880.0,0.399836,1
771.0,883.0,0.382437,1
967.0,898.0,0.44369,1
990.0,885.0,0.365902,1
102.0,895.0,0.402533,1
766.0,906.0,0.544202,1
304.0,899.0,0.363464,1
713.0,908.0,0.39192,1
1000.0,909.0,0.412993,1
48.0,916.0,0.359216,1
977.0,927.0,0.608285,1
140.0,944.0,0.493829,1
724.0,928.0,0.486026,1
642.0,933.0,0.490371,1
756.0,926.0,0.352653,1
358.0,933.0,0.373725,1
860.0,936.0,0.357637,1
809.0,941.0,0.365223,1
206.0,952.0,0.360696,1
924.0,969.0,0.46441,1
790.0,969.0,0.435295,1
366.0,972.0,0.411805,1
426.0,974.0,0.432559,1
110.0,974.0,0.357842,1
138.0,985.0,0.38225,1
514.0,988.0,0.363061,1
643.0,1001.0,0.443079,1
755.0,1002.0,0.47416,1
284.0,120.0,0.711407,0
267.0,891.0,0.565127,0
398.0,910.0,0.358597,0
843.0,26.0,0.412583,1
621.0,31.0,0.361822,1
528.0,33.0,0.367983,1
899.0,58.0,0.376803,1
916.0,60.0,0.37832,1
415.0,72.0,0.423512,1
542.0,67.0,0.430341,1
799.0,73.0,0.437743,1
600.0,95.0,0.522129,1
227.0,89.0,0.45486,1
16.0,98.0,0.411527,1
528.0,133.0,0.649758,1
786.0,120.0,0.480206,1
464.0,119.0,0.403971,1
620.0,146.0,0.401437,1
692.0,147.0,0.412544,1
699.0,174.0,0.466421,1
448.0,188.0,0.417157,1
927.0,186.0,0.362676,1
262.0,201.0,0.528944,1
63.0,196.0,0.38595,1
625.0,217.0,0.473042,1
902.0,204.0,0.374106,1
958.0,210.0,0.459613,1
554.0,212.0,0.38605,1
32.0,216.0,0.350041,1
551.0,229.0,0.404455,1
551.0,253.0,0.408134,1
580.0,258.0,0.412834,1
963.0,262.0,0.356863,1
260.0,280.0,0.351487,1
92.0,301.0,0.381954,1
70.0,327.0,0.425058,1
956.0,321.0,0.365348,1
694.0,353.0,0.372585,1
16.0,396.0,0.360371,1
58.0,423.0,0.507748,1
684.0,418.0,0.359556,1
382.0,432.0,0.377133,1
673.0,434.0,0.367788,1
44.0,448.0,0.355612,1
41.0,462.0,0.423241,1
40.0,488.0,0.418207,1
994.0,518.0,0.378469,1
109.0,582.0,0.520302,1
91.0,613.0,0.416681,1
21.0,625.0,0.358965,1
295.0,641.0,0.354869,1
160.0,647.0,0.353106,1
723.0,661.0,0.38467,1
350.0,887.0,0.41152,1
114.0,898.0,0.362469,1
127.0,912.0,0.367519,1
394.0,930.0,0.40891,1
470.0,946.0,0.368045,1
257.0,973.0,0.462694,1
354.0,1007.0,0.406554,1
129.0,276.0,0.505956,0
852.0,333.0,0.391547,0
378.0,665.0,0.687469,0
212.0,748.0,0.573055,0
130.0,881.0,0.610154,0
38.0,16.0,0.4102,1
273.0,21.0,0.454249,1
490.0,36.0,0.390036,1
95.0,42.0,0.357056,1
808.0,67.0,0.504885,1
665.0,71.0,0.451336,1
858.0,104.0,0.641111,1
634.0,72.0,0.355569,1
316.0,76.0,0.357321,1
350.0,84.0,0.36685,1
79.0,87.0,0.363624,1
266.0,94.0,0.440385,1
322.0,90.0,0.354552,1
546.0,104.0,0.517724,1
353.0,107.0,0.429434,1
419.0,114.0,0.479234,1
899.0,114.0,0.420132,1
89.0,119.0,0.401196,1
708.0,117.0,0.368603,1
965.0,122.0,0.373874,1
86.0,133.0,0.365981,1
515.0,135.0,0.400319,1
202.0,135.0,0.360809,1
962.0,135.0,0.366758,1
889.0,141.0,0.453508,1
358.0,139.0,0.356309,1
715.0,145.0,0.422508,1
410.0,146.0,0.350132,1
355.0,157.0,0.461322,1
890.0,156.0,0.377661,1
547.0,156.0,0.362819,1
585.0,180.0,0.49882,1
275.0,174.0,0.358557,1
51.0,177.0,0.404998,1
16.0,183.0,0.423321,1
911.0,188.0,0.390371,1
306.0,201.0,0.471661,1
19.0,200.0,0.398112,1
78.0,203.0,0.356862,1
241.0,216.0,0.418587,1
739.0,218.0,0.459562,1
117.0,215.0,0.376225,1
908.0,222.0,0.464592,1
376.0,225.0,0.490034,1
945.0,224.0,0.401407,1
829.0,228.0,0.487328,1
322.0,242.0,0.531039,1
76.0,229.0,0.389527,1
39.0,238.0,0.437555,1
646.0,235.0,0.405681,1
389.0,244.0,0.464367,1
261.0,245.0,0.420177,1
106.0,256.0,0.448912,1
642.0,264.0,0.407893,1
374.0,275.0,0.414997,1
568.0,272.0,0.351118,1
640.0,281.0,0.37886,1
353.0,293.0,0.394085,1
107.0,297.0,0.400627,1
640.0,295.0,0.387228,1
704.0,305.0,0.439241,1
327.0,296.0,0.36184,1
334.0,313.0,0.430543,1
55.0,330.0,0.518665,1
243.0,328.0,0.419144,1
478.0,327.0,0.357033,1
276.0,338.0,0.377361,1
91.0,349.0,0.453093,1
336.0,363.0,0.603778,1
47.0,355.0,0.377706,1
531.0,364.0,0.393359,1
547.0,376.0,0.375233,1
77.0,383.0,0.377728,1
590.0,383.0,0.437038,1
59.0,396.0,0.435529,1
110.0,398.0,0.508489,1
268.0,395.0,0.469975,1
555.0,396.0,0.45005,1
91.0,412.0,0.358356,1
87.0,429.0,0.418404,1
315.0,434.0,0.441294,1
605.0,430.0,0.361146,1
113.0,445.0,0.540134,1
277.0,446.0,0.53127,1
60.0,452.0,0.476652,1
618.0,436.0,0.363515,1
168.0,443.0,0.428843,1
230.0,449.0,0.397968,1
397.0,452.0,0.376868,1
330.0,467.0,0.385051,1
135.0,462.0,0.375292,1
898.0,472.0,0.406586,1
399.0,480.0,0.483343,1
304.0,484.0,0.409746,1
198.0,488.0,0.435303,1
118.0,495.0,0.434106,1
219.0,492.0,0.382413,1
971.0,493.0,0.459972,1
897.0,497.0,0.490104,1
264.0,512.0,0.651432,1
311.0,503.0,0.416074,1
110.0,506.0,0.368011,1
352.0,507.0,0.405381,1
390.0,512.0,0.35968,1
142.0,527.0,0.484189,1
902.0,522.0,0.460743,1
748.0,520.0,0.362397,1
180.0,549.0,0.463336,1
293.0,536.0,0.418558,1
387.0,538.0,0.480074,1
421.0,544.0,0.525978,1
472.0,542.0,0.366703,1
919.0,544.0,0.381852,1
670.0,555.0,0.414916,1
909.0,564.0,0.388868,1
315.0,564.0,0.40676,1
896.0,564.0,0.380754,1
94.0,576.0,0.452519,1
908.0,579.0,0.418134,1
425.0,576.0,0.410312,1
222.0,594.0,0.425485,1
